visit_id,client_id,therapist_id,service_id,visit_ts
5490,488-22-2850,150-60-1665,3,"2022/01/16, 23:48:00"
5491,148-49-3184,150-60-1665,1,"2022/05/24, 21:03:24"
5492,148-49-3184,150-60-1665,1,"2022/05/03, 09:30:20"
5493,830-11-8837,030-45-1969,0,"2022/06/09, 02:52:38"
5494,431-25-4334,030-45-1969,0,"2022/02/17, 16:00:35"
5495,898-73-3339,030-45-1969,3,"2022/06/29, 11:45:17"
5496,898-73-3339,150-60-1665,4,"2022/06/04, 01:31:59"
5497,154-64-9693,280-65-5827,1,"2022/03/11, 17:29:19"
5498,898-73-3339,150-60-1665,3,"2022/06/15, 18:43:59"
5499,488-22-2850,280-65-5827,1,"2022/05/08, 21:15:14"
5500,830-11-8837,030-45-1969,3,"2022/06/11, 20:54:29"
5501,431-25-4334,150-60-1665,3,"2022/01/17, 23:29:14"
5502,154-64-9693,030-45-1969,3,"2022/02/23, 16:00:08"
5503,038-37-7264,150-60-1665,1,"2022/06/17, 08:33:46"
5504,830-11-8837,030-45-1969,3,"2022/02/19, 23:46:16"
5505,877-33-4462,280-65-5827,3,"2022/03/10, 00:38:53"
5506,877-33-4462,030-45-1969,4,"2022/06/06, 23:04:11"
5507,154-64-9693,030-45-1969,3,"2022/04/23, 23:21:47"
5508,038-37-7264,280-65-5827,4,"2022/05/05, 18:30:14"
5509,431-25-4334,150-60-1665,3,"2022/06/18, 06:59:37"
5510,574-92-3858,150-60-1665,3,"2022/03/14, 10:55:44"
5511,431-25-4334,280-65-5827,3,"2022/04/22, 01:09:38"
5512,431-25-4334,280-65-5827,4,"2022/04/13, 04:43:12"
5513,594-87-8512,030-45-1969,2,"2022/04/26, 23:50:50"
5514,431-25-4334,150-60-1665,3,"2022/02/03, 05:34:07"
5515,148-49-3184,150-60-1665,2,"2022/04/28, 13:51:29"
5516,830-11-8837,150-60-1665,0,"2022/02/28, 21:47:24"
5517,148-49-3184,150-60-1665,3,"2022/03/03, 18:32:29"
5518,038-37-7264,280-65-5827,4,"2022/06/22, 15:15:31"
5519,148-49-3184,280-65-5827,1,"2022/03/14, 01:33:58"
5520,431-25-4334,280-65-5827,1,"2022/05/23, 04:21:31"
5521,154-64-9693,150-60-1665,0,"2022/05/24, 13:28:08"
5522,038-37-7264,030-45-1969,2,"2022/04/13, 12:21:51"
5523,038-37-7264,030-45-1969,4,"2022/04/03, 03:25:18"
5524,154-64-9693,280-65-5827,0,"2022/06/10, 10:41:58"
5525,488-22-2850,280-65-5827,2,"2022/02/22, 04:40:17"
5526,898-73-3339,030-45-1969,2,"2022/05/14, 22:47:05"
5527,830-11-8837,280-65-5827,4,"2022/01/23, 11:00:49"
5528,038-37-7264,030-45-1969,4,"2022/02/22, 02:21:12"
5529,594-87-8512,150-60-1665,2,"2022/01/30, 00:11:42"
5530,431-25-4334,150-60-1665,4,"2022/01/11, 04:19:06"
5531,038-37-7264,150-60-1665,2,"2022/05/25, 14:51:03"
5532,148-49-3184,280-65-5827,1,"2022/02/23, 23:23:19"
5533,898-73-3339,030-45-1969,4,"2022/06/12, 01:39:55"
5534,594-87-8512,280-65-5827,0,"2022/06/06, 16:12:31"
5535,877-33-4462,030-45-1969,1,"2022/02/15, 00:36:49"
5536,431-25-4334,030-45-1969,2,"2022/05/05, 15:44:12"
5537,038-37-7264,030-45-1969,0,"2022/02/05, 01:29:48"
5538,898-73-3339,150-60-1665,1,"2022/02/24, 18:47:55"
5539,594-87-8512,150-60-1665,4,"2022/05/18, 00:34:43"
5540,488-22-2850,030-45-1969,0,"2022/05/08, 13:02:21"
5541,830-11-8837,030-45-1969,0,"2022/02/24, 09:35:29"
5542,830-11-8837,030-45-1969,4,"2022/06/06, 10:16:24"
5543,148-49-3184,150-60-1665,4,"2022/05/10, 08:50:16"
5544,038-37-7264,150-60-1665,3,"2022/03/17, 05:28:42"
5545,594-87-8512,030-45-1969,0,"2022/03/12, 16:07:39"
5546,154-64-9693,280-65-5827,2,"2022/01/07, 10:36:10"
5547,898-73-3339,030-45-1969,1,"2022/03/29, 16:51:04"
5548,148-49-3184,030-45-1969,0,"2022/01/09, 23:01:21"
5549,038-37-7264,030-45-1969,1,"2022/05/04, 18:22:41"
5550,154-64-9693,150-60-1665,0,"2022/06/29, 01:20:30"
5551,431-25-4334,150-60-1665,2,"2022/06/17, 05:03:43"
5552,488-22-2850,150-60-1665,4,"2022/01/21, 15:09:24"
5553,898-73-3339,030-45-1969,4,"2022/01/10, 03:42:57"
5554,038-37-7264,280-65-5827,4,"2022/01/13, 08:37:31"
5555,431-25-4334,280-65-5827,0,"2022/03/02, 17:07:08"
5556,488-22-2850,150-60-1665,4,"2022/04/19, 22:55:15"
5557,574-92-3858,150-60-1665,4,"2022/02/16, 15:58:52"
5558,898-73-3339,030-45-1969,2,"2022/03/19, 21:26:29"
5559,830-11-8837,150-60-1665,1,"2022/01/15, 08:35:43"
5560,877-33-4462,030-45-1969,4,"2022/05/17, 07:14:54"
5561,431-25-4334,280-65-5827,4,"2022/04/13, 08:10:59"
5562,038-37-7264,150-60-1665,2,"2022/04/06, 13:07:15"
5563,488-22-2850,150-60-1665,0,"2022/06/14, 20:13:29"
5564,830-11-8837,280-65-5827,0,"2022/03/18, 03:39:41"
5565,574-92-3858,030-45-1969,1,"2022/03/14, 04:39:19"
5566,154-64-9693,030-45-1969,4,"2022/01/19, 16:24:32"
5567,488-22-2850,030-45-1969,1,"2022/04/24, 00:13:42"
5568,488-22-2850,150-60-1665,3,"2022/04/17, 00:25:13"
5569,830-11-8837,030-45-1969,2,"2022/02/13, 01:56:47"
5570,488-22-2850,030-45-1969,1,"2022/02/24, 21:16:29"
5571,038-37-7264,280-65-5827,3,"2022/03/16, 11:56:45"
5572,431-25-4334,280-65-5827,3,"2022/04/27, 15:48:59"
5573,154-64-9693,150-60-1665,2,"2022/05/27, 01:52:59"
5574,830-11-8837,150-60-1665,2,"2022/05/07, 21:40:59"
5575,431-25-4334,280-65-5827,3,"2022/05/12, 00:31:19"
5576,488-22-2850,030-45-1969,1,"2022/04/07, 07:23:37"
5577,488-22-2850,280-65-5827,3,"2022/01/21, 21:14:19"
5578,488-22-2850,150-60-1665,2,"2022/04/04, 20:09:30"
5579,830-11-8837,150-60-1665,4,"2022/02/22, 03:30:45"
5580,431-25-4334,150-60-1665,0,"2022/03/11, 01:14:03"
5581,431-25-4334,150-60-1665,4,"2022/05/30, 11:59:15"
5582,574-92-3858,150-60-1665,0,"2022/03/13, 02:34:28"
5583,038-37-7264,280-65-5827,0,"2022/05/03, 05:06:32"
5584,148-49-3184,030-45-1969,4,"2022/05/30, 01:33:12"
5585,877-33-4462,280-65-5827,3,"2022/06/29, 02:34:18"
5586,488-22-2850,150-60-1665,2,"2022/01/25, 06:13:23"
5587,038-37-7264,150-60-1665,1,"2022/05/02, 00:18:05"
5588,877-33-4462,150-60-1665,0,"2022/02/12, 04:30:31"
5589,830-11-8837,030-45-1969,3,"2022/02/08, 09:17:06"
5590,488-22-2850,280-65-5827,3,"2022/02/27, 20:38:47"
5591,154-64-9693,150-60-1665,3,"2022/04/23, 04:57:09"
5592,154-64-9693,150-60-1665,0,"2022/01/12, 16:56:49"
5593,038-37-7264,030-45-1969,2,"2022/01/15, 19:14:24"
5594,830-11-8837,150-60-1665,0,"2022/04/20, 20:09:31"
5595,898-73-3339,150-60-1665,0,"2022/01/12, 23:44:13"
5596,431-25-4334,150-60-1665,2,"2022/05/06, 04:12:01"
5597,898-73-3339,030-45-1969,1,"2022/04/28, 07:33:58"
5598,898-73-3339,280-65-5827,3,"2022/03/05, 03:11:36"
5599,594-87-8512,280-65-5827,0,"2022/03/18, 15:38:22"
5600,488-22-2850,150-60-1665,2,"2022/02/16, 17:33:29"
5601,148-49-3184,030-45-1969,1,"2022/05/31, 10:21:59"
5602,148-49-3184,280-65-5827,2,"2022/05/27, 01:43:02"
5603,877-33-4462,280-65-5827,1,"2022/04/05, 19:13:51"
5604,830-11-8837,280-65-5827,0,"2022/04/30, 06:57:49"
5605,877-33-4462,030-45-1969,1,"2022/06/09, 20:25:48"
5606,877-33-4462,030-45-1969,3,"2022/02/06, 10:50:05"
5607,148-49-3184,030-45-1969,4,"2022/04/21, 06:32:38"
5608,488-22-2850,030-45-1969,0,"2022/05/11, 06:20:27"
5609,574-92-3858,030-45-1969,3,"2022/01/19, 16:03:11"
5610,154-64-9693,030-45-1969,3,"2022/01/11, 15:32:49"
5611,154-64-9693,030-45-1969,3,"2022/06/27, 16:36:49"
5612,877-33-4462,150-60-1665,4,"2022/02/09, 02:04:57"
5613,877-33-4462,030-45-1969,0,"2022/04/15, 11:33:01"
5614,488-22-2850,280-65-5827,1,"2022/02/18, 00:13:53"
5615,154-64-9693,150-60-1665,3,"2022/05/23, 04:24:54"
5616,488-22-2850,150-60-1665,3,"2022/01/17, 19:15:24"
5617,830-11-8837,280-65-5827,2,"2022/04/29, 20:23:56"
5618,038-37-7264,030-45-1969,2,"2022/03/12, 23:26:17"
5619,038-37-7264,030-45-1969,4,"2022/02/12, 21:49:31"
5620,154-64-9693,150-60-1665,1,"2022/01/26, 08:46:23"
5621,594-87-8512,280-65-5827,4,"2022/06/13, 14:41:33"
5622,148-49-3184,030-45-1969,1,"2022/02/15, 09:04:56"
5623,877-33-4462,150-60-1665,4,"2022/05/25, 07:32:21"
5624,154-64-9693,150-60-1665,0,"2022/03/18, 08:31:27"
5625,830-11-8837,280-65-5827,4,"2022/04/03, 09:58:38"
5626,431-25-4334,280-65-5827,3,"2022/05/05, 20:58:53"
5627,488-22-2850,280-65-5827,4,"2022/06/29, 16:55:11"
5628,574-92-3858,280-65-5827,2,"2022/06/02, 04:15:44"
5629,148-49-3184,280-65-5827,0,"2022/01/17, 17:45:46"
5630,574-92-3858,030-45-1969,4,"2022/04/19, 18:13:16"
5631,038-37-7264,030-45-1969,1,"2022/02/23, 03:45:20"
5632,898-73-3339,030-45-1969,4,"2022/04/07, 22:51:53"
5633,877-33-4462,150-60-1665,4,"2022/05/18, 12:55:48"
5634,431-25-4334,150-60-1665,3,"2022/02/26, 22:31:14"
5635,594-87-8512,150-60-1665,3,"2022/03/22, 06:34:11"
5636,877-33-4462,150-60-1665,0,"2022/01/17, 01:19:00"
5637,594-87-8512,150-60-1665,3,"2022/01/21, 18:17:50"
5638,898-73-3339,150-60-1665,4,"2022/02/02, 03:38:54"
5639,154-64-9693,150-60-1665,1,"2022/05/23, 11:38:08"
5640,038-37-7264,030-45-1969,1,"2022/04/30, 14:23:11"
5641,038-37-7264,280-65-5827,0,"2022/05/19, 12:11:54"
5642,830-11-8837,150-60-1665,0,"2022/02/23, 02:01:39"
5643,877-33-4462,280-65-5827,1,"2022/03/07, 20:52:41"
5644,431-25-4334,030-45-1969,0,"2022/06/10, 05:29:59"
5645,148-49-3184,030-45-1969,1,"2022/06/27, 21:08:10"
5646,431-25-4334,030-45-1969,3,"2022/02/25, 11:54:23"
5647,148-49-3184,280-65-5827,4,"2022/05/04, 22:49:33"
5648,038-37-7264,030-45-1969,3,"2022/01/23, 23:09:28"
5649,877-33-4462,150-60-1665,0,"2022/06/07, 02:40:10"
5650,574-92-3858,030-45-1969,3,"2022/03/05, 11:55:07"
5651,898-73-3339,030-45-1969,2,"2022/06/26, 01:30:49"
5652,898-73-3339,030-45-1969,3,"2022/04/07, 19:51:50"
5653,431-25-4334,280-65-5827,1,"2022/03/20, 09:01:48"
5654,488-22-2850,030-45-1969,3,"2022/03/15, 03:03:25"
5655,898-73-3339,280-65-5827,0,"2022/02/28, 06:56:23"
5656,594-87-8512,280-65-5827,4,"2022/04/12, 05:54:10"
5657,488-22-2850,280-65-5827,0,"2022/06/07, 12:56:23"
5658,431-25-4334,150-60-1665,1,"2022/05/20, 18:19:24"
5659,488-22-2850,030-45-1969,0,"2022/06/22, 16:09:02"
5660,594-87-8512,030-45-1969,3,"2022/05/15, 21:34:33"
5661,038-37-7264,280-65-5827,2,"2022/04/06, 08:10:42"
5662,148-49-3184,280-65-5827,4,"2022/05/14, 20:06:40"
5663,488-22-2850,280-65-5827,0,"2022/03/16, 00:25:11"
5664,148-49-3184,150-60-1665,4,"2022/03/23, 08:51:51"
5665,431-25-4334,150-60-1665,1,"2022/03/23, 08:28:09"
5666,488-22-2850,150-60-1665,0,"2022/01/21, 23:05:50"
5667,574-92-3858,150-60-1665,1,"2022/01/16, 16:30:36"
5668,154-64-9693,280-65-5827,2,"2022/02/27, 19:58:05"
5669,898-73-3339,030-45-1969,0,"2022/03/03, 15:43:38"
5670,898-73-3339,030-45-1969,1,"2022/03/18, 14:41:04"
5671,830-11-8837,030-45-1969,4,"2022/05/15, 22:37:50"
5672,488-22-2850,280-65-5827,0,"2022/01/30, 12:16:28"
5673,830-11-8837,280-65-5827,3,"2022/03/24, 20:09:56"
5674,594-87-8512,150-60-1665,4,"2022/01/24, 16:53:40"
5675,594-87-8512,280-65-5827,4,"2022/01/04, 01:28:26"
5676,038-37-7264,280-65-5827,0,"2022/05/24, 16:49:36"
5677,148-49-3184,280-65-5827,1,"2022/06/07, 08:18:03"
5678,830-11-8837,280-65-5827,1,"2022/05/28, 14:27:01"
5679,877-33-4462,280-65-5827,1,"2022/06/06, 16:57:38"
5680,148-49-3184,030-45-1969,3,"2022/04/13, 22:29:36"
5681,431-25-4334,280-65-5827,0,"2022/05/04, 21:30:20"
5682,148-49-3184,030-45-1969,1,"2022/05/08, 03:57:35"
5683,154-64-9693,150-60-1665,1,"2022/03/06, 01:18:49"
5684,431-25-4334,030-45-1969,4,"2022/05/12, 23:26:26"
5685,877-33-4462,280-65-5827,2,"2022/05/29, 22:31:43"
5686,038-37-7264,280-65-5827,4,"2022/05/28, 23:58:10"
5687,148-49-3184,030-45-1969,3,"2022/02/09, 08:36:38"
5688,148-49-3184,030-45-1969,2,"2022/06/08, 20:02:32"
5689,574-92-3858,150-60-1665,3,"2022/04/06, 09:12:09"
5690,594-87-8512,280-65-5827,3,"2022/06/10, 16:41:43"
5691,574-92-3858,150-60-1665,2,"2022/03/13, 03:49:10"
5692,594-87-8512,280-65-5827,2,"2022/04/21, 22:14:25"
5693,148-49-3184,030-45-1969,0,"2022/04/06, 22:13:50"
5694,898-73-3339,030-45-1969,0,"2022/03/16, 21:24:04"
5695,574-92-3858,280-65-5827,3,"2022/04/29, 06:08:19"
5696,594-87-8512,150-60-1665,0,"2022/04/14, 12:01:32"
5697,154-64-9693,150-60-1665,1,"2022/04/22, 20:08:21"
5698,877-33-4462,280-65-5827,4,"2022/04/11, 18:26:27"
5699,038-37-7264,280-65-5827,1,"2022/06/23, 23:40:54"
5700,574-92-3858,150-60-1665,3,"2022/01/16, 06:14:29"
5701,594-87-8512,150-60-1665,4,"2022/02/15, 21:29:03"
5702,574-92-3858,150-60-1665,1,"2022/04/14, 12:23:43"
5703,594-87-8512,150-60-1665,2,"2022/06/13, 15:27:02"
5704,594-87-8512,280-65-5827,2,"2022/05/16, 10:27:58"
5705,038-37-7264,150-60-1665,3,"2022/05/19, 01:22:40"
5706,898-73-3339,030-45-1969,3,"2022/01/06, 11:19:48"
5707,038-37-7264,150-60-1665,3,"2022/05/07, 17:41:36"
5708,488-22-2850,030-45-1969,1,"2022/03/22, 12:08:02"
5709,830-11-8837,030-45-1969,3,"2022/05/28, 23:24:31"
5710,038-37-7264,150-60-1665,0,"2022/01/08, 14:10:46"
5711,488-22-2850,150-60-1665,4,"2022/04/15, 03:08:10"
5712,830-11-8837,150-60-1665,0,"2022/06/19, 09:34:28"
5713,038-37-7264,150-60-1665,4,"2022/03/29, 01:12:54"
5714,830-11-8837,030-45-1969,1,"2022/02/24, 08:28:01"
5715,154-64-9693,030-45-1969,3,"2022/05/23, 23:44:39"
5716,431-25-4334,030-45-1969,3,"2022/05/10, 22:07:10"
5717,574-92-3858,150-60-1665,3,"2022/01/26, 10:23:16"
5718,898-73-3339,030-45-1969,2,"2022/03/29, 21:16:21"
5719,148-49-3184,150-60-1665,0,"2022/05/01, 02:21:51"
5720,488-22-2850,280-65-5827,3,"2022/01/31, 00:25:20"
5721,594-87-8512,150-60-1665,2,"2022/04/21, 19:36:50"
5722,038-37-7264,150-60-1665,4,"2022/05/23, 21:27:00"
5723,038-37-7264,150-60-1665,4,"2022/06/21, 00:06:08"
5724,830-11-8837,150-60-1665,2,"2022/04/01, 15:43:11"
5725,488-22-2850,280-65-5827,1,"2022/03/12, 02:54:37"
5726,830-11-8837,030-45-1969,2,"2022/03/11, 05:50:12"
5727,830-11-8837,280-65-5827,4,"2022/05/10, 21:28:12"
5728,898-73-3339,280-65-5827,3,"2022/05/30, 00:59:12"
5729,148-49-3184,150-60-1665,1,"2022/04/30, 15:49:35"
5730,574-92-3858,030-45-1969,0,"2022/04/07, 03:54:17"
5731,148-49-3184,030-45-1969,0,"2022/04/14, 06:12:37"
5732,148-49-3184,280-65-5827,1,"2022/03/26, 14:49:50"
5733,898-73-3339,150-60-1665,1,"2022/05/19, 12:09:49"
5734,038-37-7264,280-65-5827,0,"2022/06/16, 22:22:49"
5735,488-22-2850,280-65-5827,2,"2022/04/26, 17:15:51"
5736,488-22-2850,030-45-1969,1,"2022/04/14, 12:14:10"
5737,898-73-3339,150-60-1665,0,"2022/03/26, 12:58:39"
5738,488-22-2850,150-60-1665,4,"2022/04/22, 15:30:34"
5739,038-37-7264,280-65-5827,1,"2022/03/21, 01:51:30"
5740,877-33-4462,150-60-1665,1,"2022/01/18, 16:50:09"
5741,574-92-3858,150-60-1665,4,"2022/02/25, 16:57:23"
5742,574-92-3858,150-60-1665,4,"2022/03/26, 17:12:52"
5743,431-25-4334,030-45-1969,2,"2022/04/24, 15:06:16"
5744,594-87-8512,150-60-1665,4,"2022/03/20, 04:35:58"
5745,594-87-8512,150-60-1665,1,"2022/02/06, 02:54:55"
5746,898-73-3339,030-45-1969,2,"2022/01/30, 05:20:25"
5747,594-87-8512,030-45-1969,0,"2022/01/02, 17:34:46"
5748,148-49-3184,030-45-1969,3,"2022/02/14, 04:14:37"
5749,431-25-4334,150-60-1665,0,"2022/02/19, 13:45:03"
5750,148-49-3184,030-45-1969,0,"2022/06/01, 07:16:00"
5751,574-92-3858,030-45-1969,4,"2022/01/09, 23:32:07"
5752,431-25-4334,030-45-1969,1,"2022/03/17, 22:40:19"
5753,898-73-3339,150-60-1665,1,"2022/03/16, 11:08:51"
5754,488-22-2850,150-60-1665,0,"2022/03/12, 21:50:10"
5755,431-25-4334,280-65-5827,0,"2022/05/27, 12:30:03"
5756,877-33-4462,030-45-1969,3,"2022/05/29, 16:55:46"
5757,038-37-7264,150-60-1665,0,"2022/03/22, 18:52:21"
5758,154-64-9693,150-60-1665,1,"2022/02/22, 18:25:12"
5759,148-49-3184,150-60-1665,3,"2022/06/04, 20:57:46"
5760,431-25-4334,280-65-5827,0,"2022/02/24, 18:26:17"
5761,594-87-8512,030-45-1969,1,"2022/02/07, 07:31:53"
5762,154-64-9693,030-45-1969,2,"2022/02/15, 18:36:11"
5763,594-87-8512,030-45-1969,3,"2022/06/06, 19:45:52"
5764,038-37-7264,030-45-1969,4,"2022/01/03, 15:44:17"
5765,898-73-3339,280-65-5827,3,"2022/01/30, 02:45:58"
5766,154-64-9693,280-65-5827,0,"2022/02/26, 20:56:18"
5767,488-22-2850,280-65-5827,2,"2022/02/20, 22:29:09"
5768,154-64-9693,030-45-1969,4,"2022/04/28, 03:26:52"
5769,154-64-9693,150-60-1665,0,"2022/01/11, 11:31:55"
5770,574-92-3858,150-60-1665,3,"2022/01/26, 04:59:26"
5771,154-64-9693,150-60-1665,4,"2022/05/11, 08:19:40"
5772,877-33-4462,280-65-5827,1,"2022/03/16, 12:40:00"
5773,148-49-3184,280-65-5827,4,"2022/03/25, 14:19:47"
5774,488-22-2850,280-65-5827,4,"2022/05/24, 22:18:35"
5775,898-73-3339,030-45-1969,4,"2022/01/07, 06:03:15"
5776,154-64-9693,280-65-5827,3,"2022/03/12, 00:29:26"
5777,154-64-9693,150-60-1665,4,"2022/06/21, 10:22:22"
5778,488-22-2850,030-45-1969,3,"2022/01/25, 04:59:27"
5779,594-87-8512,280-65-5827,4,"2022/04/27, 02:03:06"
5780,038-37-7264,280-65-5827,0,"2022/01/30, 19:14:25"
5781,154-64-9693,150-60-1665,3,"2022/06/25, 12:45:47"
5782,038-37-7264,150-60-1665,1,"2022/01/30, 11:07:53"
5783,038-37-7264,150-60-1665,4,"2022/01/20, 03:44:46"
5784,877-33-4462,150-60-1665,4,"2022/03/20, 16:05:13"
5785,431-25-4334,280-65-5827,0,"2022/04/16, 04:18:46"
5786,488-22-2850,030-45-1969,1,"2022/03/24, 10:41:28"
5787,431-25-4334,150-60-1665,4,"2022/01/05, 07:41:51"
5788,898-73-3339,150-60-1665,0,"2022/01/23, 13:44:33"
5789,431-25-4334,280-65-5827,2,"2022/05/15, 05:45:09"
5790,488-22-2850,030-45-1969,0,"2022/06/09, 02:38:11"
5791,830-11-8837,280-65-5827,2,"2022/05/30, 13:43:55"
5792,898-73-3339,280-65-5827,2,"2022/05/29, 22:19:03"
5793,038-37-7264,150-60-1665,1,"2022/05/23, 07:16:18"
5794,898-73-3339,150-60-1665,0,"2022/01/17, 21:38:37"
5795,877-33-4462,150-60-1665,4,"2022/05/22, 09:35:18"
5796,431-25-4334,150-60-1665,0,"2022/03/22, 17:11:05"
5797,038-37-7264,280-65-5827,0,"2022/01/18, 06:18:01"
5798,488-22-2850,280-65-5827,0,"2022/06/06, 07:22:37"
5799,898-73-3339,280-65-5827,1,"2022/01/20, 11:05:58"
5800,154-64-9693,280-65-5827,3,"2022/03/31, 20:08:16"
5801,898-73-3339,150-60-1665,4,"2022/03/04, 01:43:09"
5802,574-92-3858,030-45-1969,4,"2022/03/08, 19:40:26"
5803,594-87-8512,030-45-1969,3,"2022/05/03, 04:17:34"
5804,038-37-7264,030-45-1969,1,"2022/04/11, 10:28:42"
5805,594-87-8512,030-45-1969,2,"2022/01/28, 13:19:43"
5806,148-49-3184,280-65-5827,2,"2022/01/19, 04:17:07"
5807,431-25-4334,150-60-1665,0,"2022/04/12, 05:23:08"
5808,148-49-3184,030-45-1969,1,"2022/03/10, 04:26:49"
5809,154-64-9693,030-45-1969,0,"2022/04/01, 20:27:55"
5810,830-11-8837,150-60-1665,1,"2022/01/28, 22:51:34"
5811,148-49-3184,280-65-5827,4,"2022/03/12, 08:07:18"
5812,594-87-8512,150-60-1665,0,"2022/06/27, 20:52:48"
5813,148-49-3184,280-65-5827,2,"2022/06/16, 03:35:16"
5814,488-22-2850,030-45-1969,1,"2022/01/06, 20:14:18"
5815,488-22-2850,030-45-1969,1,"2022/06/09, 15:32:59"
5816,898-73-3339,150-60-1665,4,"2022/05/04, 07:32:23"
5817,148-49-3184,150-60-1665,2,"2022/03/01, 01:02:32"
5818,830-11-8837,280-65-5827,3,"2022/01/13, 05:38:33"
5819,898-73-3339,280-65-5827,1,"2022/02/16, 10:24:30"
5820,594-87-8512,030-45-1969,3,"2022/02/08, 11:40:49"
5821,898-73-3339,030-45-1969,1,"2022/01/14, 22:14:56"
5822,431-25-4334,150-60-1665,2,"2022/02/07, 17:10:02"
5823,594-87-8512,030-45-1969,2,"2022/04/05, 08:34:23"
5824,877-33-4462,030-45-1969,3,"2022/01/13, 06:27:43"
5825,431-25-4334,280-65-5827,1,"2022/03/03, 18:48:25"
5826,594-87-8512,150-60-1665,3,"2022/01/22, 15:54:25"
5827,830-11-8837,280-65-5827,1,"2022/03/30, 05:21:34"
5828,594-87-8512,150-60-1665,4,"2022/02/24, 23:12:10"
5829,038-37-7264,280-65-5827,4,"2022/05/30, 04:26:26"
5830,830-11-8837,150-60-1665,4,"2022/06/07, 00:48:28"
5831,038-37-7264,150-60-1665,2,"2022/03/29, 01:33:07"
5832,488-22-2850,030-45-1969,1,"2022/02/24, 03:00:49"
5833,148-49-3184,150-60-1665,2,"2022/02/15, 11:26:10"
5834,877-33-4462,030-45-1969,4,"2022/05/15, 13:14:55"
5835,154-64-9693,030-45-1969,0,"2022/05/19, 16:19:09"
5836,574-92-3858,150-60-1665,3,"2022/05/19, 08:30:05"
5837,431-25-4334,280-65-5827,1,"2022/05/11, 22:40:02"
5838,830-11-8837,030-45-1969,4,"2022/06/04, 13:13:41"
5839,148-49-3184,150-60-1665,1,"2022/04/14, 11:16:36"
5840,431-25-4334,030-45-1969,2,"2022/03/27, 18:09:07"
5841,574-92-3858,030-45-1969,4,"2022/02/18, 04:58:15"
5842,154-64-9693,030-45-1969,3,"2022/01/22, 16:07:25"
5843,574-92-3858,150-60-1665,1,"2022/03/28, 05:18:40"
5844,488-22-2850,150-60-1665,2,"2022/01/05, 06:31:12"
5845,898-73-3339,280-65-5827,3,"2022/01/20, 07:46:15"
5846,154-64-9693,150-60-1665,3,"2022/04/20, 11:41:07"
5847,898-73-3339,030-45-1969,3,"2022/03/02, 03:33:38"
5848,830-11-8837,280-65-5827,2,"2022/03/15, 02:39:04"
5849,830-11-8837,030-45-1969,3,"2022/06/14, 12:49:22"
5850,488-22-2850,280-65-5827,0,"2022/03/24, 23:38:14"
5851,594-87-8512,030-45-1969,4,"2022/04/02, 01:51:47"
5852,898-73-3339,030-45-1969,2,"2022/05/21, 13:01:38"
5853,154-64-9693,150-60-1665,4,"2022/05/08, 12:46:05"
5854,038-37-7264,030-45-1969,0,"2022/04/24, 03:11:29"
5855,488-22-2850,280-65-5827,3,"2022/06/20, 04:07:24"
5856,154-64-9693,150-60-1665,0,"2022/01/27, 04:33:08"
5857,594-87-8512,150-60-1665,2,"2022/01/18, 22:03:52"
5858,154-64-9693,280-65-5827,4,"2022/05/22, 21:43:11"
5859,574-92-3858,030-45-1969,0,"2022/01/23, 08:22:55"
5860,594-87-8512,280-65-5827,2,"2022/04/02, 19:54:09"
5861,038-37-7264,280-65-5827,3,"2022/04/14, 05:50:54"
5862,038-37-7264,030-45-1969,0,"2022/01/01, 17:42:56"
5863,038-37-7264,030-45-1969,0,"2022/04/28, 13:37:39"
5864,148-49-3184,030-45-1969,3,"2022/03/25, 12:05:44"
5865,148-49-3184,030-45-1969,1,"2022/06/01, 21:16:00"
5866,898-73-3339,030-45-1969,4,"2022/04/10, 15:40:07"
5867,154-64-9693,150-60-1665,2,"2022/06/24, 14:41:57"
5868,148-49-3184,150-60-1665,1,"2022/04/04, 09:08:46"
5869,488-22-2850,150-60-1665,2,"2022/02/14, 03:22:40"
5870,830-11-8837,280-65-5827,1,"2022/06/18, 08:26:48"
5871,038-37-7264,280-65-5827,3,"2022/01/17, 18:58:53"
5872,574-92-3858,030-45-1969,4,"2022/05/06, 04:01:39"
5873,877-33-4462,150-60-1665,0,"2022/04/26, 02:42:33"
5874,898-73-3339,030-45-1969,4,"2022/05/14, 07:10:40"
5875,898-73-3339,150-60-1665,2,"2022/01/27, 03:43:12"
5876,594-87-8512,150-60-1665,0,"2022/02/01, 06:15:07"
5877,594-87-8512,030-45-1969,2,"2022/04/21, 13:07:15"
5878,877-33-4462,030-45-1969,0,"2022/02/25, 00:46:47"
5879,154-64-9693,280-65-5827,0,"2022/02/18, 14:50:05"
5880,148-49-3184,150-60-1665,3,"2022/06/13, 12:57:30"
5881,431-25-4334,030-45-1969,0,"2022/06/21, 02:09:32"
5882,148-49-3184,150-60-1665,3,"2022/01/03, 15:04:44"
5883,038-37-7264,030-45-1969,1,"2022/06/12, 23:30:39"
5884,830-11-8837,150-60-1665,2,"2022/05/24, 19:43:38"
5885,594-87-8512,150-60-1665,3,"2022/05/11, 04:22:30"
5886,038-37-7264,030-45-1969,4,"2022/03/23, 15:53:00"
5887,877-33-4462,030-45-1969,2,"2022/06/08, 03:23:57"
5888,148-49-3184,280-65-5827,2,"2022/02/26, 22:16:59"
